Pcp_File_Version=4
    2
    1  0.000000e+000  1.000000e+000  1.000000e+000
    2 -2.000000e+003  1.000000e+000  1.000000e+000
  300    0    0    1 x         h      Mat  Lay      Beta           Axz            Bxz            Dxz          Temp          Conc 
    1 -0.000000e+000 -2.000000e+004    1    1  1.000000e+000  1.000000e+000  1.000000e+000  1.000000e+000              
    2 -6.688960e+000 -2.000000e+004    1    1  9.966560e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    3 -1.337790e+001 -2.000000e+004    1    1  9.933110e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    4 -2.006690e+001 -2.000000e+004    1    1  9.899670e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    5 -2.675580e+001 -2.000000e+004    1    1  9.866220e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    6 -3.344480e+001 -2.000000e+004    1    1  9.832780e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    7 -4.013380e+001 -2.000000e+004    1    1  9.799330e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    8 -4.682270e+001 -2.000000e+004    1    1  9.765890e-001  1.000000e+000  1.000000e+000  1.000000e+000              
    9 -5.351170e+001 -2.000000e+004    1    1  9.732440e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   10 -6.020070e+001 -2.000000e+004    1    1  9.699000e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   11 -6.688960e+001 -2.000000e+004    1    1  9.665550e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   12 -7.357860e+001 -2.000000e+004    1    1  9.632110e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   13 -8.026760e+001 -2.000000e+004    1    1  9.598660e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   14 -8.695650e+001 -2.000000e+004    1    1  9.565220e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   15 -9.364550e+001 -2.000000e+004    1    1  9.531770e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   16 -1.003340e+002 -2.000000e+004    1    1  9.498330e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   17 -1.070230e+002 -2.000000e+004    1    1  9.464880e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   18 -1.137120e+002 -2.000000e+004    1    1  9.431440e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   19 -1.204010e+002 -2.000000e+004    1    1  9.397990e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   20 -1.270900e+002 -2.000000e+004    1    1  9.364550e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   21 -1.337790e+002 -2.000000e+004    1    1  9.331100e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   22 -1.404680e+002 -2.000000e+004    1    1  9.297660e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   23 -1.471570e+002 -2.000000e+004    1    1  9.264210e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   24 -1.538460e+002 -2.000000e+004    1    1  9.230770e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   25 -1.605350e+002 -2.000000e+004    1    1  9.197330e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   26 -1.672240e+002 -2.000000e+004    1    1  9.163880e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   27 -1.739130e+002 -2.000000e+004    1    1  9.130430e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   28 -1.806020e+002 -2.000000e+004    1    1  9.096990e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   29 -1.872910e+002 -2.000000e+004    1    1  9.063540e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   30 -1.939800e+002 -2.000000e+004    1    1  9.030100e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   31 -2.006690e+002 -2.000000e+004    1    1  8.996650e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   32 -2.073580e+002 -2.000000e+004    1    1  8.963210e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   33 -2.140470e+002 -2.000000e+004    1    1  8.929770e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   34 -2.207360e+002 -2.000000e+004    1    1  8.896320e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   35 -2.274250e+002 -2.000000e+004    1    1  8.862880e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   36 -2.341140e+002 -2.000000e+004    1    1  8.829430e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   37 -2.408030e+002 -2.000000e+004    1    1  8.795990e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   38 -2.474920e+002 -2.000000e+004    1    1  8.762540e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   39 -2.541810e+002 -2.000000e+004    1    1  8.729100e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   40 -2.608700e+002 -2.000000e+004    1    1  8.695650e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   41 -2.675590e+002 -2.000000e+004    1    1  8.662210e-001  1.000000e+000  1.000000e+000  1.000000e+000              
   42 -2.742470e+002 -2.000000e+004    1    1  8.628760e-001  1.000000e+000  1.000000e+000  1.000000e+000              
